Star Rating,Rating Text
5.0 out of 5 stars,"
  My daughter loves her new phone
"
4.3 out of 5 stars,"
  Good
"
5.0 out of 5 stars,"
  Personal use
"
1.0 out of 5 stars,"
  As described
"
4.0 out of 5 stars,"
  Great phone I really like it I use it a lot it is so cool
"
5.0 out of 5 stars,"
  Bought as a gift for my son. Great condition with no imperfections.
"
5.0 out of 5 stars,"
  Everything works great! Would never know the phone wasn’t new.
"
5.0 out of 5 stars,"
  Like the face recognition
"
5.0 out of 5 stars,"
  Didn’t even get to me do not order from here
"
5.0 out of 5 stars,"
  Works great
"
5.0 out of 5 stars,"
  It haven’t even been a week and the motherboard broke and the phone over heats
"
4.3 out of 5 stars,"
  I wish there was a 0 star for this phone, it died not even install the iOS update. Horrible!
"
5.0 out of 5 stars,"
  As expected. Couldn’t been better! Works like the new one. Just minor scratches on the edges. Not a big deal
"
1.0 out of 5 stars,"
  Works like its brand new
"
1.0 out of 5 stars,"
  Bueno todo
"
5.0 out of 5 stars,"
  Amazing works like it’s brand new no scratches or anything
"
5.0 out of 5 stars,"
  iThiw ohine beaky works. it’s so slow
"
5.0 out of 5 stars,"
  This thing is super easy to use
"
5.0 out of 5 stars,"
  The phone was extremely cheap considering it was an iPhone X, but it was worth every penny
"
5.0 out of 5 stars,"
  Excellent
"
1.0 out of 5 stars,"
  Baterry life 83 percent
"
4.3 out of 5 stars,"
  screen doesnt even work
"
5.0 out of 5 stars,"
  Phone don’t even cut on
"
1.0 out of 5 stars,"
  So far so good
"
1.0 out of 5 stars,"
  No complaints at all so far and I have had it for like three months
"
1.0 out of 5 stars,"
  Face recognition not working and battery life drop 3% in one week
"
5.0 out of 5 stars,"
  Buenísimo
"
5.0 out of 5 stars,"
  great phone thank you
"
1.0 out of 5 stars,"
  Works perfect, arrived just as described
"
5.0 out of 5 stars,"
  Exelente
"
5.0 out of 5 stars,"
  Lo único negativo es que lo pedí plateado y llego negro pero bueno.
"
4.3 out of 5 stars,"
  El cable y cargador no funcionaron"
5.0 out of 5 stars,"Cable and charger damaged
"
1.0 out of 5 stars,"
  The phone is perfect
"
4.0 out of 5 stars,"
  Battery life is sort
"
5.0 out of 5 stars,"
  Its like buying from an apple store, but for less
"
5.0 out of 5 stars,"
  not what i expected
"
5.0 out of 5 stars,"
  Bueno
"
1.0 out of 5 stars,"
  Advertised as unlock, got and its locked. Now lets see how they resolve this issue. Stay tuned
"
5.0 out of 5 stars,"
  The product did not work. Don’t recommend buying from this seller
"
1.0 out of 5 stars,"
  Gud.
"
1.0 out of 5 stars,"
  Melo
"
4.3 out of 5 stars,"
  Bottom of screen does not work phone was useless
"
5.0 out of 5 stars,"
  Todo esta perfecto
"
1.0 out of 5 stars,"
  Great protective case
"
1.0 out of 5 stars,"
  there was a big dent on screen. Also I had to pay for return it. I wasted my time and money both.
"
5.0 out of 5 stars,"
  Bueno
"
5.0 out of 5 stars,"
  Lots of problems.
"
1.0 out of 5 stars,"
  Si me gusto mucho
"
5.0 out of 5 stars,"
  Absolutely perfect condition nothing wrong and works great.
"
1.0 out of 5 stars,"
  Nothing to say just great! Loveee it❤️
"
5.0 out of 5 stars,"
  Phone won't acces internet Amazon help center fed me b.s. for an hour. Totally worthless purchase
"
4.3 out of 5 stars,"
  I love the color, the back of the phone. It was for my daughter
"
5.0 out of 5 stars,"
  Excelente estado
"
1.0 out of 5 stars,"
  Liked very much!
"
5.0 out of 5 stars,"
  I like the phone
"
5.0 out of 5 stars,"
  Cracked camera lens
"
5.0 out of 5 stars,"
  Like everything...no dislikes
"
5.0 out of 5 stars,"
  I’m happy with my purchase
"
1.0 out of 5 stars,"
  Parts of the screen glitches sometimes
"
1.0 out of 5 stars,"
  Está Rallado  de toda la orilla 😢
"
5.0 out of 5 stars,"
  Got the phone, all good
"
4.3 out of 5 stars,"
  Love the quality
"
5.0 out of 5 stars,"
  Everything is fine so far. Had the phone for two weeks.
"
1.0 out of 5 stars,"
  phone is nice no scratches or nothing. But it won’t take a charge .
"
5.0 out of 5 stars,"
  Awesome
"
5.0 out of 5 stars,"
  Very satisfied
"
5.0 out of 5 stars,"
  Terrible phone
"
5.0 out of 5 stars,"
  It’s very good
"
5.0 out of 5 stars,"
  Love this phone
"
1.0 out of 5 stars,"
  It looks good. I like it
"
1.0 out of 5 stars,"
  Great Iphone tbh
"
4.3 out of 5 stars,"
  It’s what you will expect 😁
"
5.0 out of 5 stars,"
  Love it, best 400 spent
"
1.0 out of 5 stars,"
  Está perfecto
"
5.0 out of 5 stars,"
  Tiene rayones
"
5.0 out of 5 stars,"
  everything ok
"
5.0 out of 5 stars,"
  Amazing product it came well packaged with no scratches or scuffs it looks brand new
"
5.0 out of 5 stars,"
  Very satisfied with the item. Looks new to me
"
3.0 out of 5 stars,"
  This is doesn’t meet my expectations"
5.0 out of 5 stars,"I have returned back to you guys.0
"
5.0 out of 5 stars,"
  The phone works great. Came with no scratches
"
5.0 out of 5 stars,"
  Very bad screen quality
"
4.3 out of 5 stars,"
  Personal use
"
5.0 out of 5 stars,"
  Good product
"
1.0 out of 5 stars,"
  Era robado este producto
"
5.0 out of 5 stars,"
  I really don't think it's really for me
"
5.0 out of 5 stars,"
  These guys are amazing
"
1.0 out of 5 stars,"
  Great phone
"
5.0 out of 5 stars,"
  It was good
"
5.0 out of 5 stars,"
  The speakers are messed up
"
5.0 out of 5 stars,"
  good gift
"
5.0 out of 5 stars,"
  Exellent delivery time
"
4.3 out of 5 stars,"
  Such a great phone!! Went from an iPhone 7 to an X and it works great!!
"
5.0 out of 5 stars,"
  This phone had no blemishes at all.Very satisfied with it.
"
1.0 out of 5 stars,"
  Absolutely NOTHING was wrong with the phone look & works like brand new . Great product
"
5.0 out of 5 stars,"
  It was a good buy. Great cost-benefit rateio.
"
5.0 out of 5 stars,"
  Todo bien
"
5.0 out of 5 stars,"
  Good deal
"
5.0 out of 5 stars,"
  Works great
"
4.0 out of 5 stars,"
  The charger does not work.
"
5.0 out of 5 stars,"
  Great quality and wonderful battery!
"
5.0 out of 5 stars,"
  Absolutely loved it !!
"
4.3 out of 5 stars,"
  I thought I was going to be played and something terrible but it really exceeded my expectations
"
5.0 out of 5 stars,"
  Best camera ever
"
1.0 out of 5 stars,"
  Nothing
"
5.0 out of 5 stars,"
  💯💯💯
"
5.0 out of 5 stars,"
  It is heating up like hell
"
5.0 out of 5 stars,"
  Great!
"
5.0 out of 5 stars,"
  Outstanding so far!
"
3.0 out of 5 stars,"
  Still have not received my item
"
5.0 out of 5 stars,"
  This phone is practically brand new 🤩
"
5.0 out of 5 stars,"
  Son loves this phone he received as gift.
"
4.3 out of 5 stars,"
  This device was not unlocked.
"
5.0 out of 5 stars,"
  This phone is marked as stolen or lost.
"
1.0 out of 5 stars,"
  Very good condition
"
3.0 out of 5 stars,"
  Audio is not working on iphone calls
"
1.0 out of 5 stars,"
  Wonderful a must buy!!
"
5.0 out of 5 stars,"
  Ok
"
3.0 out of 5 stars,"
  No
"
5.0 out of 5 stars,"
  Love it! No problems
"
4.0 out of 5 stars,"
  Not bad
"
5.0 out of 5 stars,"
  I love it, thank you
"
4.3 out of 5 stars,"
  phone was in perfect condition after I found the package
"
5.0 out of 5 stars,"
  Phone came in pretty much new condition came with a knock off charger but besides that the phone works perfectly
"
1.0 out of 5 stars,"
  I really like How it came early and I love using it so far
"
5.0 out of 5 stars,"
  If was a fake iPhone
"
5.0 out of 5 stars,"
  My version is not binded to servers! Very good!
"
5.0 out of 5 stars,"
  Venia en condiciones 10/10 sin señales de uso, 100% satisfecho
"
1.0 out of 5 stars,"
  Works just like if you bought it from apple
"
5.0 out of 5 stars,"
  Llego como nuevo y la batería al 100%
"
5.0 out of 5 stars,"
  Excelente
"
5.0 out of 5 stars,"
  Did not work on Sprint network. Was for prepaid networks.
"
4.3 out of 5 stars,"
  Malisimo todavía esperando el reembolso
"
5.0 out of 5 stars,"
  Best refurbished thing ive ever gotten from amazon!
"
1.0 out of 5 stars,"
  Good and worth for the money
"
1.0 out of 5 stars,"
  The product is of no use and if you return it you still loose your money
"
5.0 out of 5 stars,"
  Battery life isn’t the best, but for the most part works perfect.
"
5.0 out of 5 stars,"
  good
"
1.0 out of 5 stars,"
  Worth everything and more tbh👌🏽
"
5.0 out of 5 stars,"
  I loved this product works great, arrived in on time was in excellent condition, great value extremely satisfied
"
5.0 out of 5 stars,"
  Phone was dead dead when it arrived
"
5.0 out of 5 stars,"
  This is a great deal for $500
"
4.3 out of 5 stars,"
  Excelentes condiciones
"
5.0 out of 5 stars,"
  The phone has scratches on the front and back
"
1.0 out of 5 stars,"
  Me encanta
"
5.0 out of 5 stars,"
  Phone actually came in mint condition
"
2.0 out of 5 stars,"
  Like
"
5.0 out of 5 stars,"
  👍
"
5.0 out of 5 stars,"
  Everything is great so far ! No scratches ! No problems! Thanks
"
4.0 out of 5 stars,"
  Perfect phone! And works well too! 🤷🏽‍♀️ I don’t know what the others are talking about
"
5.0 out of 5 stars,"
  Cumplió mis expectativas
"
5.0 out of 5 stars,"
  Totally perfect
"
4.3 out of 5 stars,"
  Very satisfied. Thank you
"
5.0 out of 5 stars,"
  Works fine
"
1.0 out of 5 stars,"
  Todo ok
"
5.0 out of 5 stars,"
  Great phone, love the face id on the phone, better than touch id.
"
5.0 out of 5 stars,"
  Too bad
"
5.0 out of 5 stars,"
  Like new, perfect experence
"
5.0 out of 5 stars,"
  Like new
"
1.0 out of 5 stars,"
  Great product
"
5.0 out of 5 stars,"
  Love this! Definitely worth the money
"
5.0 out of 5 stars,"
  Never again!
"
4.3 out of 5 stars,"
  Product came as advertised and so far there aren’t any defects.
"
5.0 out of 5 stars,"
  This iPhone front camera don’t work
"
1.0 out of 5 stars,"
  Brought 2 and both are No Scratches everything is working Fine Thank you
"
5.0 out of 5 stars,"
  I was nervous about buying this phone but It works great! Highly recommend!
"
1.0 out of 5 stars,"
  good expect the microphone started bugging out a few weeks in
"
5.0 out of 5 stars,"
  My son loves it .
"
5.0 out of 5 stars,"
  iphone x in perfect condition amazon renewed
"
4.0 out of 5 stars,"
  It was fast
"
5.0 out of 5 stars,"
  I like everything
"
5.0 out of 5 stars,"
  The phone is awesome! I love the camera and the battery life!
"
4.3 out of 5 stars,"
  Has a ghost touch Needs to be replaced."
5.0 out of 5 stars,"It happens 6-7 times a day.
"
1.0 out of 5 stars,"
  I needed an upgrade from the 6s and this was definitely an amazing decision.
"
3.0 out of 5 stars,"
  Móvil de uso personal
"
4.0 out of 5 stars,"
  😊😊
"
5.0 out of 5 stars,"
  I had high hopes buying this and, my expectations were met :)
"
5.0 out of 5 stars,"
  Muy bueno todo
"
5.0 out of 5 stars,"
  Great phone.
"
5.0 out of 5 stars,"
  SATISFIED this was the real deal my phone is working amazingly with no problems
"
5.0 out of 5 stars,"
  Daily use, but noticeable scratches on screen
"
5.0 out of 5 stars,"
  Works perfectly
"
4.3 out of 5 stars,"
  This phone didn’t turn on!!!!!!
"
5.0 out of 5 stars,"
  Had to return it because it had a malfunction.
"
1.0 out of 5 stars,"
  No screech, it looks fully new.
"
3.0 out of 5 stars,"
  everything was perfect and as described ... i love it thanks so much
"
